ISSUER,full_name,vote_raw,against_reason,investor,vote
Rightmove Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,Allianz Global Investors GmbH,FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,Allianz Global Investors GmbH,FOR
Rolls-Royce Holdings,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
RS Group Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Sage Group (The Sage Group Plc),Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Sainsbury /(J Sainsbury Plc),Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Schroders Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Segro,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Severn Trent Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Smith & Nephew Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Smiths Group Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Smurfit Kappa Group,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Spirax-Sarco Engineering,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
SSE Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
St. James's Place Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Standard Chartered Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Taylor Wimpey Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Tesco Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Unite Group Plc (The Unite Group Plc),Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
United Utilities Group Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Vodafone Group Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Weir Group Plc (The Weir Group Plc),Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
Whitbread Plc,Approve Remuneration Report,For,No comment available,Allianz Global Investors GmbH,FOR
WPP Plc,Approve Compensation Committee Report,For,No comment available,Allianz Global Investors GmbH,FOR
3i Group,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Abrdn Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Admiral Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Airtel Africa Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Anglo American Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Antofagasta Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Ashtead Group,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Associated British Foods,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
AstraZeneca,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Auto Trader Group,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Aviva,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
B&M European Value Retail,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
BAE Systems Plc,Directors' Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Barclays,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Barratt Developments,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Beazley,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Berkeley Group Holdings,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
BP Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
British American Tobacco Plc,To approve the Directors' remuneration report for the year ended 31 December 2023.,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
British Land Co,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
BT Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Bunzl Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Burberry Group Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Centrica,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Compass Group Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
ConvaTec Group,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Croda International Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
DCC Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Diageo Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
DS Smith Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Endeavour Mining Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Entain Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Experian Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Flutter Entertainment Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Frasers Group,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Fresnillo Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Glencore Plc,To approve the Directors' Remuneration Report (excluding the Directors' Remuneration Policy) as set out in the 2023 Annual Report.,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
GSK Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Haleon Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Halma Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Hargreaves Lansdown Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Hiscox Ltd,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
HSBC Holdings Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Imperial Brands Plc,To approve the Directors' Remuneration Report for the financial year ended 30 September 2023.,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Informa Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
InterContinental Hotels Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
International Consolidated Airlines Group SA,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Intertek Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
JD Sports Fashion Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Johnson Matthey Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Kingfisher Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Land Securities Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Legal & General Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Lloyds Banking Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
London Stock Exchange Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
M&G,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Melrose Industries Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Mondi Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
National Grid Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Natwest Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Next Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Ocado Group Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Pearson Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Persimmon Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Phoenix Group Holdings,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Prudential Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Reckitt Benckiser Group Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Relx Plc,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Rentokil Initial,Approve Remuneration Report,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Rightmove Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Rio Tinto,Approve Remuneration Report for UK Law Purposes,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Rio Tinto,Approve Remuneration Report for Australian Law Purposes,For,No comment available,Amundi Asset Management SA (Investment Management),FOR
Rolls-Royce Holdings,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
RS Group Plc,Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
Sage Group (The Sage Group Plc),Approve Remuneration Report,Against,No comment available,Amundi Asset Management SA (Investment Management),AGAINST
